Provinsi,Kabupaten,Kecamatan,Bulan,Luas_Tanam,Luas_Panen,Bulan_Angka,Fase_Vegetatif_Est,Fase_Generatif_Est,Fase_Siap_Panen_Est
Jawa Tengah,Jepara,Pakis Aji,September,288.74,173.2,9,305.83,112.1,43.04
Jawa Tengah,Jepara,Pakis Aji,Oktober,115.97,77.82,10,288.74,305.83,112.1
Jawa Tengah,Jepara,Pakis Aji,November,56.88,242.85,11,115.97,288.74,305.83
Jawa Tengah,Jepara,Pakis Aji,Desember,329.04,244.32,12,56.88,115.97,288.74
Jawa Tengah,Jepara,Pecangaan,April,498.86,351.09,4,213.68,77.57,100.43
Jawa Tengah,Jepara,Pecangaan,Mei,384.21,52.2,5,498.86,213.68,77.57
Jawa Tengah,Jepara,Pecangaan,Juni,25.64,93.1,6,384.21,498.86,213.68
Jawa Tengah,Jepara,Pecangaan,Juli,25.7,324.85,7,25.64,384.21,498.86
Jawa Tengah,Jepara,Pecangaan,Agustus,88.0,551.8,8,25.7,25.64,384.21
Jawa Tengah,Jepara,Pecangaan,September,264.1,207.22,9,88.0,25.7,25.64
Jawa Tengah,Jepara,Pecangaan,Oktober,112.58,27.23,10,264.1,88.0,25.7
Jawa Tengah,Jepara,Pecangaan,November,126.88,60.43,11,112.58,264.1,88.0
Jawa Tengah,Jepara,Pecangaan,Desember,394.37,145.7,12,126.88,112.58,264.1
Jawa Tengah,Jepara,Tahunan,April,90.64,262.1,4,38.48,18.49,163.17
Jawa Tengah,Jepara,Tahunan,Mei,341.53,54.1,5,90.64,38.48,18.49
Jawa Tengah,Jepara,Tahunan,Juni,40.48,36.08,6,341.53,90.64,38.48
Jawa Tengah,Jepara,Tahunan,Juli,26.42,56.7,7,40.48,341.53,90.64
Jawa Tengah,Jepara,Tahunan,Agustus,52.75,146.05,8,26.42,40.48,341.53
Jawa Tengah,Jepara,Tahunan,September,123.47,262.55,9,52.75,26.42,40.48
Jawa Tengah,Jepara,Tahunan,Oktober,56.34,40.91,10,123.47,52.75,26.42
Jawa Tengah,Jepara,Tahunan,November,29.24,50.87,11,56.34,123.47,52.75
Jawa Tengah,Jepara,Tahunan,Desember,206.85,57.3,12,29.24,56.34,123.47
Jawa Tengah,Jepara,Welahan,April,325.47,829.7,4,56.34,47.66,301.83
Jawa Tengah,Jepara,Welahan,Mei,846.31,119.5,5,325.47,56.34,47.66
Jawa Tengah,Jepara,Welahan,Juni,59.83,57.13,6,846.31,325.47,56.34
Jawa Tengah,Jepara,Welahan,Juli,41.62,115.4,7,59.83,846.31,325.47
Jawa Tengah,Jepara,Welahan,Agustus,81.38,511.79,8,41.62,59.83,846.31
Jawa Tengah,Jepara,Welahan,September,120.54,598.55,9,81.38,41.62,59.83
Jawa Tengah,Jepara,Welahan,Oktober,107.55,60.86,10,120.54,81.38,41.62
Jawa Tengah,Jepara,Welahan,November,122.47,73.91,11,107.55,120.54,81.38
Jawa Tengah,Jepara,Welahan,Desember,348.67,97.67,12,122.47,107.55,120.54
Jawa Tengah,Karanganyar,Colomadu,April,46.56,64.18,4,60.19,60.43,92.26
Jawa Tengah,Karanganyar,Colomadu,Mei,23.37,76.4,5,46.56,60.19,60.43
Jawa Tengah,Karanganyar,Colomadu,Juni,45.7,86.68,6,23.37,46.56,60.19
Jawa Tengah,Karanganyar,Colomadu,Juli,77.41,42.99,7,45.7,23.37,46.56
Jawa Tengah,Karanganyar,Colomadu,Agustus,59.46,31.49,8,77.41,45.7,23.37
Jawa Tengah,Karanganyar,Colomadu,September,49.13,25.87,9,59.46,77.41,45.7
Jawa Tengah,Karanganyar,Colomadu,Oktober,43.24,60.97,10,49.13,59.46,77.41
Jawa Tengah,Karanganyar,Colomadu,November,76.45,81.17,11,43.24,49.13,59.46
Jawa Tengah,Karanganyar,Colomadu,Desember,49.54,43.11,12,76.45,43.24,49.13
Jawa Tengah,Karanganyar,Gondangrejo,April,404.27,455.22,4,343.83,82.37,226.84
Jawa Tengah,Karanganyar,Gondangrejo,Mei,63.23,136.45,5,404.27,343.83,82.37
Jawa Tengah,Karanganyar,Gondangrejo,Juni,80.13,306.58,6,63.23,404.27,343.83
Jawa Tengah,Karanganyar,Gondangrejo,Juli,503.96,311.11,7,80.13,63.23,404.27
Jawa Tengah,Karanganyar,Gondangrejo,Agustus,464.36,226.5,8,503.96,80.13,63.23
Jawa Tengah,Karanganyar,Gondangrejo,September,258.32,65.16,9,464.36,503.96,80.13
Jawa Tengah,Karanganyar,Gondangrejo,Oktober,116.95,240.65,10,258.32,464.36,503.96
Jawa Tengah,Karanganyar,Gondangrejo,November,452.45,496.85,11,116.95,258.32,464.36
Jawa Tengah,Karanganyar,Gondangrejo,Desember,427.8,368.03,12,452.45,116.95,258.32
Jawa Tengah,Karanganyar,Jaten,April,117.08,248.61,4,101.51,156.63,399.23
Jawa Tengah,Karanganyar,Jaten,Mei,258.88,289.95,5,117.08,101.51,156.63
Jawa Tengah,Karanganyar,Jaten,Juni,132.77,146.29,6,258.88,117.08,101.51
Jawa Tengah,Karanganyar,Jaten,Juli,158.03,123.74,7,132.77,258.88,117.08
Jawa Tengah,Karanganyar,Jaten,Agustus,225.49,147.76,8,158.03,132.77,258.88
Jawa Tengah,Karanganyar,Jaten,September,214.74,214.68,9,225.49,158.03,132.77
Jawa Tengah,Karanganyar,Jaten,Oktober,101.92,136.54,10,214.74,225.49,158.03
Jawa Tengah,Karanganyar,Jaten,November,70.98,196.82,11,101.92,214.74,225.49
Jawa Tengah,Karanganyar,Jaten,Desember,155.25,284.3,12,70.98,101.92,214.74
Jawa Tengah,Karanganyar,Jatipuro,April,230.08,282.41,4,176.87,108.62,161.27
Jawa Tengah,Karanganyar,Jatipuro,Mei,39.05,99.83,5,230.08,176.87,108.62
Jawa Tengah,Karanganyar,Jatipuro,Juni,15.11,205.3,6,39.05,230.08,176.87
Jawa Tengah,Karanganyar,Jatipuro,Juli,341.32,206.77,7,15.11,39.05,230.08
Jawa Tengah,Karanganyar,Jatipuro,Agustus,365.72,83.3,8,341.32,15.11,39.05
Jawa Tengah,Karanganyar,Jatipuro,September,251.36,28.16,9,365.72,341.32,15.11
Jawa Tengah,Karanganyar,Jatipuro,Oktober,58.22,94.82,10,251.36,365.72,341.32
Jawa Tengah,Karanganyar,Jatipuro,November,175.73,468.35,11,58.22,251.36,365.72
Jawa Tengah,Karanganyar,Jatipuro,Desember,344.74,205.89,12,175.73,58.22,251.36
Jawa Tengah,Karanganyar,Jatiyoso,April,119.24,170.77,4,143.63,144.17,209.15
Jawa Tengah,Karanganyar,Jatiyoso,Mei,39.24,146.51,5,119.24,143.63,144.17
Jawa Tengah,Karanganyar,Jatiyoso,Juni,38.57,218.28,6,39.24,119.24,143.63
Jawa Tengah,Karanganyar,Jatiyoso,Juli,229.52,113.59,7,38.57,39.24,119.24
Jawa Tengah,Karanganyar,Jatiyoso,Agustus,289.33,56.58,8,229.52,38.57,39.24
Jawa Tengah,Karanganyar,Jatiyoso,September,165.34,30.51,9,289.33,229.52,38.57
Jawa Tengah,Karanganyar,Jatiyoso,Oktober,58.42,68.32,10,165.34,289.33,229.52
Jawa Tengah,Karanganyar,Jatiyoso,November,63.31,301.72,11,58.42,165.34,289.33
Jawa Tengah,Karanganyar,Jatiyoso,Desember,149.52,228.15,12,63.31,58.42,165.34
Jawa Tengah,Karanganyar,Jenawi,April,75.28,90.97,4,80.27,76.02,106.16
Jawa Tengah,Karanganyar,Jenawi,Mei,14.32,87.0,5,75.28,80.27,76.02
Jawa Tengah,Karanganyar,Jenawi,Juni,29.07,118.43,6,14.32,75.28,80.27
Jawa Tengah,Karanganyar,Jenawi,Juli,145.47,60.69,7,29.07,14.32,75.28
Jawa Tengah,Karanganyar,Jenawi,Agustus,126.67,34.75,8,145.47,29.07,14.32
Jawa Tengah,Karanganyar,Jenawi,September,72.11,18.2,9,126.67,145.47,29.07
Jawa Tengah,Karanganyar,Jenawi,Oktober,35.47,64.61,10,72.11,126.67,145.47
Jawa Tengah,Karanganyar,Jenawi,November,65.73,167.1,11,35.47,72.11,126.67
Jawa Tengah,Karanganyar,Jenawi,Desember,76.0,88.2,12,65.73,35.47,72.11
Jawa Tengah,Karanganyar,Jumantono,April,274.95,205.25,4,276.45,194.43,255.0
Jawa Tengah,Karanganyar,Jumantono,Mei,59.47,205.01,5,274.95,276.45,194.43
Jawa Tengah,Karanganyar,Jumantono,Juni,63.23,329.01,6,59.47,274.95,276.45
Jawa Tengah,Karanganyar,Jumantono,Juli,360.3,241.1,7,63.23,59.47,274.95
Jawa Tengah,Karanganyar,Jumantono,Agustus,351.44,139.13,8,360.3,63.23,59.47
Jawa Tengah,Karanganyar,Jumantono,September,252.08,58.44,9,351.44,360.3,63.23
Jawa Tengah,Karanganyar,Jumantono,Oktober,111.8,146.83,10,252.08,351.44,360.3
Jawa Tengah,Karanganyar,Jumantono,November,262.86,417.03,11,111.8,252.08,351.44
Jawa Tengah,Karanganyar,Jumantono,Desember,238.69,247.7,12,262.86,111.8,252.08
Jawa Tengah,Karanganyar,Jumapolo,April,463.77,296.85,4,249.58,149.47,192.68
Jawa Tengah,Karanganyar,Jumapolo,Mei,119.21,130.34,5,463.77,249.58,149.47
Jawa Tengah,Karanganyar,Jumapolo,Juni,36.33,276.0,6,119.21,463.77,249.58
Jawa Tengah,Karanganyar,Jumapolo,Juli,334.71,300.0,7,36.33,119.21,463.77
Jawa Tengah,Karanganyar,Jumapolo,Agustus,388.78,280.24,8,334.71,36.33,119.21
Jawa Tengah,Karanganyar,Jumapolo,September,323.84,82.38,9,388.78,334.71,36.33
Jawa Tengah,Karanganyar,Jumapolo,Oktober,87.6,118.77,10,323.84,388.78,334.71
Jawa Tengah,Karanganyar,Jumapolo,November,223.99,445.39,11,87.6,323.84,388.78
Jawa Tengah,Karanganyar,Jumapolo,Desember,456.88,266.47,12,223.99,87.6,323.84
Jawa Tengah,Karanganyar,Karanganyar,April,428.22,630.93,4,97.52,130.64,375.07
Jawa Tengah,Karanganyar,Karanganyar,Mei,328.5,215.48,5,428.22,97.52,130.64
Jawa Tengah,Karanganyar,Karanganyar,Juni,58.57,146.84,6,328.5,428.22,97.52
Jawa Tengah,Karanganyar,Karanganyar,Juli,255.3,202.91,7,58.57,328.5,428.22
Jawa Tengah,Karanganyar,Karanganyar,Agustus,364.67,420.88,8,255.3,58.57,328.5
Jawa Tengah,Karanganyar,Karanganyar,September,191.0,207.53,9,364.67,255.3,58.57
Jawa Tengah,Karanganyar,Karanganyar,Oktober,34.51,89.34,10,191.0,364.67,255.3
Jawa Tengah,Karanganyar,Karanganyar,November,133.41,395.09,11,34.51,191.0,364.67
Jawa Tengah,Karanganyar,Karanganyar,Desember,599.43,311.91,12,133.41,34.51,191.0
Jawa Tengah,Karanganyar,Karangpandan,April,132.04,244.76,4,213.21,353.33,338.26
Jawa Tengah,Karanganyar,Karangpandan,Mei,161.02,345.26,5,132.04,213.21,353.33
Jawa Tengah,Karanganyar,Karangpandan,Juni,272.93,347.66,6,161.02,132.04,213.21
Jawa Tengah,Karanganyar,Karangpandan,Juli,288.21,133.15,7,272.93,161.02,132.04
Jawa Tengah,Karanganyar,Karangpandan,Agustus,221.45,118.0,8,288.21,272.93,161.02
Jawa Tengah,Karanganyar,Karangpandan,September,175.92,172.74,9,221.45,288.21,272.93
Jawa Tengah,Karanganyar,Karangpandan,Oktober,179.49,299.09,10,175.92,221.45,288.21
Jawa Tengah,Karanganyar,Karangpandan,November,151.43,289.93,11,179.49,175.92,221.45
Jawa Tengah,Karanganyar,Karangpandan,Desember,152.39,166.53,12,151.43,179.49,175.92
Jawa Tengah,Karanganyar,Kebakkramat,April,149.64,922.82,4,56.07,82.74,1259.22
Jawa Tengah,Karanganyar,Kebakkramat,Mei,988.37,462.85,5,149.64,56.07,82.74
Jawa Tengah,Karanganyar,Kebakkramat,Juni,103.38,66.58,6,988.37,149.64,56.07
Jawa Tengah,Karanganyar,Kebakkramat,Juli,77.9,124.44,7,103.38,988.37,149.64
Jawa Tengah,Karanganyar,Kebakkramat,Agustus,399.38,716.59,8,77.9,103.38,988.37
Jawa Tengah,Karanganyar,Kebakkramat,September,921.29,384.22,9,399.38,77.9,103.38
Jawa Tengah,Karanganyar,Kebakkramat,Oktober,37.47,91.33,10,921.29,399.38,77.9
Jawa Tengah,Karanganyar,Kebakkramat,November,28.92,176.64,11,37.47,921.29,399.38
Jawa Tengah,Karanganyar,Kebakkramat,Desember,168.08,1058.29,12,28.92,37.47,921.29
Jawa Tengah,Karanganyar,Kerjo,April,265.1,212.92,4,222.74,93.73,186.4
Jawa Tengah,Karanganyar,Kerjo,Mei,69.34,151.41,5,265.1,222.74,93.73
Jawa Tengah,Karanganyar,Kerjo,Juni,44.81,154.2,6,69.34,265.1,222.74
Jawa Tengah,Karanganyar,Kerjo,Juli,307.01,271.3,7,44.81,69.34,265.1
Jawa Tengah,Karanganyar,Kerjo,Agustus,193.6,153.35,8,307.01,44.81,69.34
Jawa Tengah,Karanganyar,Kerjo,September,119.21,65.8,9,193.6,307.01,44.81
Jawa Tengah,Karanganyar,Kerjo,Oktober,43.73,135.88,10,119.21,193.6,307.01
Jawa Tengah,Karanganyar,Kerjo,November,306.76,319.92,11,43.73,119.21,193.6
Jawa Tengah,Karanganyar,Kerjo,Desember,189.88,127.77,12,306.76,43.73,119.21
Jawa Tengah,Karanganyar,Matesih,April,213.63,329.9,4,126.93,189.16,257.06
Jawa Tengah,Karanganyar,Matesih,Mei,128.15,201.95,5,213.63,126.93,189.16
Jawa Tengah,Karanganyar,Matesih,Juni,91.22,223.39,6,128.15,213.63,126.93
Jawa Tengah,Karanganyar,Matesih,Juli,252.31,147.02,7,91.22,128.15,213.63
Jawa Tengah,Karanganyar,Matesih,Agustus,247.21,160.0,8,252.31,91.22,128.15
Jawa Tengah,Karanganyar,Matesih,September,122.92,103.34,9,247.21,252.31,91.22
Jawa Tengah,Karanganyar,Matesih,Oktober,83.3,141.66,10,122.92,247.21,252.31
Jawa Tengah,Karanganyar,Matesih,November,161.86,310.69,11,83.3,122.92,247.21
Jawa Tengah,Karanganyar,Matesih,Desember,231.3,194.07,12,161.86,83.3,122.92
Jawa Tengah,Karanganyar,Mojogedang,April,625.46,388.36,4,285.82,183.66,323.04
Jawa Tengah,Karanganyar,Mojogedang,Mei,222.22,243.25,5,625.46,285.82,183.66
Jawa Tengah,Karanganyar,Mojogedang,Juni,126.69,204.19,6,222.22,625.46,285.82
Jawa Tengah,Karanganyar,Mojogedang,Juli,415.24,461.89,7,126.69,222.22,625.46
Jawa Tengah,Karanganyar,Mojogedang,Agustus,436.28,444.65,8,415.24,126.69,222.22
Jawa Tengah,Karanganyar,Mojogedang,September,285.87,187.61,9,436.28,415.24,126.69
Jawa Tengah,Karanganyar,Mojogedang,Oktober,101.15,191.02,10,285.87,436.28,415.24
Jawa Tengah,Karanganyar,Mojogedang,November,488.98,561.43,11,101.15,285.87,436.28
Jawa Tengah,Karanganyar,Mojogedang,Desember,471.86,288.25,12,488.98,101.15,285.87
Jawa Tengah,Karanganyar,Ngargoyoso,April,41.9,69.72,4,104.14,126.32,155.19
Jawa Tengah,Karanganyar,Ngargoyoso,Mei,9.44,136.74,5,41.9,104.14,126.32
Jawa Tengah,Karanganyar,Ngargoyoso,Juni,49.61,183.58,6,9.44,41.9,104.14
Jawa Tengah,Karanganyar,Ngargoyoso,Juli,179.43,41.31,7,49.61,9.44,41.9
Jawa Tengah,Karanganyar,Ngargoyoso,Agustus,144.76,18.63,8,179.43,49.61,9.44
Jawa Tengah,Karanganyar,Ngargoyoso,September,69.13,21.08,9,144.76,179.43,49.61
Jawa Tengah,Karanganyar,Ngargoyoso,Oktober,29.72,93.81,10,69.13,144.76,179.43
Jawa Tengah,Karanganyar,Ngargoyoso,November,47.11,189.84,11,29.72,69.13,144.76
Jawa Tengah,Karanganyar,Ngargoyoso,Desember,61.22,102.22,12,47.11,29.72,69.13
Jawa Tengah,Karanganyar,Tasikmadu,April,143.36,474.26,4,62.53,160.89,746.6
Jawa Tengah,Karanganyar,Tasikmadu,Mei,544.15,460.7,5,143.36,62.53,160.89
Jawa Tengah,Karanganyar,Tasikmadu,Juni,147.75,121.26,6,544.15,143.36,62.53
Jawa Tengah,Karanganyar,Tasikmadu,Juli,141.04,96.4,7,147.75,544.15,143.36
Jawa Tengah,Karanganyar,Tasikmadu,Agustus,273.86,356.76,8,141.04,147.75,544.15
Jawa Tengah,Karanganyar,Tasikmadu,September,387.52,354.26,9,273.86,141.04,147.75
Jawa Tengah,Karanganyar,Tasikmadu,Oktober,81.83,131.2,10,387.52,273.86,141.04
Jawa Tengah,Karanganyar,Tasikmadu,November,44.59,201.55,11,81.83,387.52,273.86
Jawa Tengah,Karanganyar,Tasikmadu,Desember,205.47,448.1,12,44.59,81.83,387.52
Jawa Tengah,Karanganyar,Tawangmangu,April,15.51,18.91,4,11.42,23.72,36.33
Jawa Tengah,Karanganyar,Tawangmangu,Mei,3.5,26.95,5,15.51,11.42,23.72
Jawa Tengah,Karanganyar,Tawangmangu,Juni,4.73,27.26,6,3.5,15.51,11.42
Jawa Tengah,Karanganyar,Tawangmangu,Juli,31.73,9.47,7,4.73,3.5,15.51
Jawa Tengah,Karanganyar,Tawangmangu,Agustus,25.19,9.35,8,31.73,4.73,3.5
Jawa Tengah,Karanganyar,Tawangmangu,September,16.42,2.99,9,25.19,31.73,4.73
Jawa Tengah,Karanganyar,Tawangmangu,Oktober,3.84,10.06,10,16.42,25.19,31.73
Jawa Tengah,Karanganyar,Tawangmangu,November,6.98,32.75,11,3.84,16.42,25.19
Jawa Tengah,Karanganyar,Tawangmangu,Desember,12.66,23.22,12,6.98,3.84,16.42
Jawa Tengah,Kebumen,Adimulyo,April,774.85,2131.98,4,3.85,2.17,47.66
Jawa Tengah,Kebumen,Adimulyo,Mei,1946.21,15.78,5,774.85,3.85,2.17
Jawa Tengah,Kebumen,Adimulyo,Juni,155.0,3.03,6,1946.21,774.85,3.85
Jawa Tengah,Kebumen,Adimulyo,Juli,9.7,40.33,7,155.0,1946.21,774.85
Jawa Tengah,Kebumen,Adimulyo,Agustus,3.44,1283.62,8,9.7,155.0,1946.21
Jawa Tengah,Kebumen,Adimulyo,September,1.57,1487.49,9,3.44,9.7,155.0
Jawa Tengah,Kebumen,Adimulyo,Oktober,389.19,76.72,10,1.57,3.44,9.7
Jawa Tengah,Kebumen,Adimulyo,November,2149.53,3.47,11,389.19,1.57,3.44
Jawa Tengah,Kebumen,Adimulyo,Desember,313.89,0.72,12,2149.53,389.19,1.57
Jawa Tengah,Kebumen,Alian,April,19.76,731.22,4,26.68,63.35,371.07
Jawa Tengah,Kebumen,Alian,Mei,484.52,289.61,5,19.76,26.68,63.35
Jawa Tengah,Kebumen,Alian,Juni,264.97,57.66,6,484.52,19.76,26.68
Jawa Tengah,Kebumen,Alian,Juli,182.02,16.29,7,264.97,484.52,19.76
Jawa Tengah,Kebumen,Alian,Agustus,125.33,81.18,8,182.02,264.97,484.52
Jawa Tengah,Kebumen,Alian,September,16.22,521.28,9,125.33,182.02,264.97
Jawa Tengah,Kebumen,Alian,Oktober,20.63,232.03,10,16.22,125.33,182.02
Jawa Tengah,Kebumen,Alian,November,524.14,177.97,11,20.63,16.22,125.33
Jawa Tengah,Kebumen,Alian,Desember,346.9,48.02,12,524.14,20.63,16.22
Jawa Tengah,Kebumen,Ambal,April,373.95,2345.47,4,84.53,36.36,171.03
Jawa Tengah,Kebumen,Ambal,Mei,2393.8,67.81,5,373.95,84.53,36.36
Jawa Tengah,Kebumen,Ambal,Juni,121.88,52.16,6,2393.8,373.95,84.53
Jawa Tengah,Kebumen,Ambal,Juli,282.14,113.54,7,121.88,2393.8,373.95
Jawa Tengah,Kebumen,Ambal,Agustus,147.7,964.53,8,282.14,121.88,2393.8
Jawa Tengah,Kebumen,Ambal,September,10.93,1790.72,9,147.7,282.14,121.88
Jawa Tengah,Kebumen,Ambal,Oktober,373.1,228.05,10,10.93,147.7,282.14
Jawa Tengah,Kebumen,Ambal,November,2077.36,207.39,11,373.1,10.93,147.7
Jawa Tengah,Kebumen,Ambal,Desember,698.42,40.77,12,2077.36,373.1,10.93
Jawa Tengah,Kebumen,Ayah,April,40.42,808.01,4,18.01,24.17,95.97
Jawa Tengah,Kebumen,Ayah,Mei,682.8,68.03,5,40.42,18.01,24.17
Jawa Tengah,Kebumen,Ayah,Juni,147.66,19.82,6,682.8,40.42,18.01
Jawa Tengah,Kebumen,Ayah,Juli,23.77,23.36,7,147.66,682.8,40.42
Jawa Tengah,Kebumen,Ayah,Agustus,21.26,233.5,8,23.77,147.66,682.8
Jawa Tengah,Kebumen,Ayah,September,9.66,528.63,9,21.26,23.77,147.66
Jawa Tengah,Kebumen,Ayah,Oktober,113.49,120.42,10,9.66,21.26,23.77
Jawa Tengah,Kebumen,Ayah,November,490.22,21.02,11,113.49,9.66,21.26
Jawa Tengah,Kebumen,Ayah,Desember,189.11,9.69,12,490.22,113.49,9.66
Jawa Tengah,Kebumen,Bonorowo,April,68.74,1128.86,4,6.47,11.27,86.09
Jawa Tengah,Kebumen,Bonorowo,Mei,908.19,44.47,5,68.74,6.47,11.27
Jawa Tengah,Kebumen,Bonorowo,Juni,170.6,3.02,6,908.19,68.74,6.47
Jawa Tengah,Kebumen,Bonorowo,Juli,21.05,12.18,7,170.6,908.19,68.74
Jawa Tengah,Kebumen,Bonorowo,Agustus,17.6,263.82,8,21.05,170.6,908.19
Jawa Tengah,Kebumen,Bonorowo,September,10.15,831.56,9,17.6,21.05,170.6
Jawa Tengah,Kebumen,Bonorowo,Oktober,271.77,104.6,10,10.15,17.6,21.05
Jawa Tengah,Kebumen,Bonorowo,November,817.21,20.49,11,271.77,10.15,17.6
Jawa Tengah,Kebumen,Bonorowo,Desember,52.08,6.81,12,817.21,271.77,10.15
Jawa Tengah,Kebumen,Buayan,April,682.67,590.67,4,32.22,35.33,107.3
Jawa Tengah,Kebumen,Buayan,Mei,499.41,52.31,5,682.67,32.22,35.33
Jawa Tengah,Kebumen,Buayan,Juni,20.44,30.46,6,499.41,682.67,32.22
Jawa Tengah,Kebumen,Buayan,Juli,55.01,116.45,7,20.44,499.41,682.67
Jawa Tengah,Kebumen,Buayan,Agustus,66.54,782.56,8,55.01,20.44,499.41
Jawa Tengah,Kebumen,Buayan,September,69.09,318.67,9,66.54,55.01,20.44
Jawa Tengah,Kebumen,Buayan,Oktober,265.14,46.54,10,69.09,66.54,55.01
Jawa Tengah,Kebumen,Buayan,November,856.39,50.93,11,265.14,69.09,66.54
Jawa Tengah,Kebumen,Buayan,Desember,114.21,56.06,12,856.39,265.14,69.09
Jawa Tengah,Kebumen,Buluspesantren,April,476.24,1955.77,4,78.72,63.07,207.25
Jawa Tengah,Kebumen,Buluspesantren,Mei,1732.29,185.25,5,476.24,78.72,63.07
Jawa Tengah,Kebumen,Buluspesantren,Juni,142.71,60.51,6,1732.29,476.24,78.72
Jawa Tengah,Kebumen,Buluspesantren,Juli,302.4,124.12,7,142.71,1732.29,476.24
Jawa Tengah,Kebumen,Buluspesantren,Agustus,95.05,943.06,8,302.4,142.71,1732.29
Jawa Tengah,Kebumen,Buluspesantren,September,32.02,1247.64,9,95.05,302.4,142.71
Jawa Tengah,Kebumen,Buluspesantren,Oktober,301.78,241.64,10,32.02,95.05,302.4
Jawa Tengah,Kebumen,Buluspesantren,November,1824.06,197.89,11,301.78,32.02,95.05
Jawa Tengah,Kebumen,Buluspesantren,Desember,559.04,29.62,12,1824.06,301.78,32.02
Jawa Tengah,Kebumen,Gombong,April,299.44,596.3,4,3.54,5.3,28.1
Jawa Tengah,Kebumen,Gombong,Mei,664.09,10.61,5,299.44,3.54,5.3
Jawa Tengah,Kebumen,Gombong,Juni,9.32,4.57,6,664.09,299.44,3.54
Jawa Tengah,Kebumen,Gombong,Juli,16.56,15.23,7,9.32,664.09,299.44
Jawa Tengah,Kebumen,Gombong,Agustus,23.1,425.43,8,16.56,9.32,664.09
Jawa Tengah,Kebumen,Gombong,September,1.26,537.09,9,23.1,16.56,9.32
Jawa Tengah,Kebumen,Gombong,Oktober,58.0,22.47,10,1.26,23.1,16.56
Jawa Tengah,Kebumen,Gombong,November,839.68,13.31,11,58.0,1.26,23.1
Jawa Tengah,Kebumen,Gombong,Desember,124.1,2.62,12,839.68,58.0,1.26
Jawa Tengah,Kebumen,Karanganyar,April,258.11,512.13,4,6.65,12.89,41.06
Jawa Tengah,Kebumen,Karanganyar,Mei,512.48,23.81,5,258.11,6.65,12.89
Jawa Tengah,Kebumen,Karanganyar,Juni,7.51,11.14,6,512.48,258.11,6.65
Jawa Tengah,Kebumen,Karanganyar,Juli,25.91,26.03,7,7.51,512.48,258.11
Jawa Tengah,Kebumen,Karanganyar,Agustus,28.56,362.94,8,25.91,7.51,512.48
Jawa Tengah,Kebumen,Karanganyar,September,3.91,388.14,9,28.56,25.91,7.51
Jawa Tengah,Kebumen,Karanganyar,Oktober,90.68,21.4,10,3.91,28.56,25.91
Jawa Tengah,Kebumen,Karanganyar,November,622.52,26.69,11,90.68,3.91,28.56
Jawa Tengah,Kebumen,Karanganyar,Desember,99.56,12.49,12,622.52,90.68,3.91
Jawa Tengah,Kebumen,Karanggayam,April,24.5,289.98,4,218.48,337.24,517.03
Jawa Tengah,Kebumen,Karanggayam,Mei,54.22,596.67,5,24.5,218.48,337.24
Jawa Tengah,Kebumen,Karanggayam,Juni,69.33,368.61,6,54.22,24.5,218.48
Jawa Tengah,Kebumen,Karanggayam,Juli,624.98,85.81,7,69.33,54.22,24.5
Jawa Tengah,Kebumen,Karanggayam,Agustus,378.71,13.86,8,624.98,69.33,54.22
Jawa Tengah,Kebumen,Karanggayam,September,59.42,53.12,9,378.71,624.98,69.33
Jawa Tengah,Kebumen,Karanggayam,Oktober,4.87,302.97,10,59.42,378.71,624.98
Jawa Tengah,Kebumen,Karanggayam,November,110.86,585.46,11,4.87,59.42,378.71
Jawa Tengah,Kebumen,Karanggayam,Desember,724.58,137.76,12,110.86,4.87,59.42
Jawa Tengah,Kebumen,Karangsambung,April,24.7,498.21,4,111.27,191.6,453.11
Jawa Tengah,Kebumen,Karangsambung,Mei,161.08,434.23,5,24.7,111.27,191.6
Jawa Tengah,Kebumen,Karangsambung,Juni,113.01,212.99,6,161.08,24.7,111.27
Jawa Tengah,Kebumen,Karangsambung,Juli,382.89,54.12,7,113.01,161.08,24.7
Jawa Tengah,Kebumen,Karangsambung,Agustus,325.75,31.16,8,382.89,113.01,161.08
Jawa Tengah,Kebumen,Karangsambung,September,51.5,166.57,9,325.75,382.89,113.01
Jawa Tengah,Kebumen,Karangsambung,Oktober,7.59,235.71,10,51.5,325.75,382.89
Jawa Tengah,Kebumen,Karangsambung,November,159.05,426.09,11,7.59,51.5,325.75
Jawa Tengah,Kebumen,Karangsambung,Desember,626.55,123.53,12,159.05,7.59,51.5
Jawa Tengah,Kebumen,Kebumen,April,205.06,1479.39,4,7.43,12.56,287.27
Jawa Tengah,Kebumen,Kebumen,Mei,1269.65,202.32,5,205.06,7.43,12.56
Jawa Tengah,Kebumen,Kebumen,Juni,521.16,7.37,6,1269.65,205.06,7.43
Jawa Tengah,Kebumen,Kebumen,Juli,49.46,20.87,7,521.16,1269.65,205.06
Jawa Tengah,Kebumen,Kebumen,Agustus,24.32,462.27,8,49.46,521.16,1269.65
Jawa Tengah,Kebumen,Kebumen,September,13.02,1205.44,9,24.32,49.46,521.16
Jawa Tengah,Kebumen,Kebumen,Oktober,285.32,334.44,10,13.02,24.32,49.46
Jawa Tengah,Kebumen,Kebumen,November,974.19,35.77,11,285.32,13.02,24.32
